,Unnamed: 0,movieId,title,genres,rating_size,rating_mean
14650,14650,73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama,367.0,3.78882833787466
1867,1867,1948,Tom Jones (1963),Adventure|Comedy|Romance,1324.0,3.7885196374622403
13281,13281,65135,Blackadder's Christmas Carol (1988),Comedy,390.0,3.78846153846154
3246,3246,3330,Splendor in the Grass (1961),Drama|Romance,683.0,3.78843338213763
3416,3416,3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,2148.0,3.7884078212290495
14156,14156,71108,"White Ribbon, The (Das weiÃe Band) (2009)",Drama|Mystery,526.0,3.7880228136882104
6953,6953,7061,Dark Victory (1939),Drama|Romance,224.0,3.7879464285714306
5574,5574,5669,Bowling for Columbine (2002),Documentary,12280.0,3.7876221498371296
15,15,16,Casino (1995),Crime|Drama,17394.0,3.78745544440612
13225,13225,64622,"Reader, The (2008)",Drama|Romance,1550.0,3.78741935483871
10450,10450,38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,4436.0,3.78719567177638
4706,4706,4798,Indiscreet (1958),Comedy|Romance,343.0,3.7871720116618097
14583,14583,73017,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,5736.0,3.78704672245467
2769,2769,2852,"Soldier's Story, A (1984)",Drama,1073.0,3.7870456663560095
4342,4342,4433,Written on the Wind (1956),Drama,216.0,3.78703703703704
5626,5626,5721,"Chosen, The (1981)",Drama,244.0,3.78688524590164
8291,8291,8970,Finding Neverland (2004),Drama,6686.0,3.78679329943165
7694,7694,8191,Anne of the Thousand Days (1969),Drama,293.0,3.78668941979522
2712,2712,2795,National Lampoon's Vacation (1983),Comedy,5899.0,3.7866587557213105
9778,9778,31878,Kung Fu Hustle (Gong fu) (2004),Action|Comedy,3977.0,3.78664822730702
11311,11311,48082,"Science of Sleep, The (La science des rÃªves) (2006)",Comedy|Drama|Fantasy|Romance,2083.0,3.78660585693711
4620,4620,4711,Theremin: An Electronic Odyssey (1993),Documentary,246.0,3.78658536585366
7155,7155,7263,Miracle (2004),Drama,1983.0,3.78643469490671
11681,11681,51471,Amazing Grace (2006),Drama|Romance,501.0,3.78642714570858
99,99,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,4298.0,3.7862959516054
12028,12028,54503,Superbad (2007),Comedy,6670.0,3.7862068965517204
3957,3957,4047,Gettysburg (1993),Drama|War,1613.0,3.7861128332300096
906,906,921,My Favorite Year (1982),Comedy,2442.0,3.78603603603604
12470,12470,58191,Taxi to the Dark Side (2007),Documentary,250.0,3.786
17164,17164,86892,"Man from Nowhere, The (Ajeossi) (2010)",Action|Crime|Thriller,189.0,3.7857142857142896
7108,7108,7216,High Sierra (1941),Crime|Drama|Film-Noir|Thriller,469.0,3.7857142857142896
5248,5248,5341,Lenny (1974),Drama,630.0,3.7857142857142896
3827,3827,3916,Remember the Titans (2000),Drama,7562.0,3.7855725998413097
557,557,562,Welcome to the Dollhouse (1995),Comedy|Drama,6197.0,3.78538002259158
3385,3385,3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,14155.0,3.7852702225362096
10425,10425,37731,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,1203.0,3.78512053200333
4029,4029,4119,Housekeeping (1987),Comedy|Drama,207.0,3.7850241545893697
11534,11534,50066,Sweet Land (2005),Drama|Romance,179.0,3.78491620111732
6446,6446,6552,Dirty Pretty Things (2002),Crime|Drama|Thriller,2275.0,3.78483516483517
316,316,319,Shallow Grave (1994),Comedy|Drama|Thriller,7180.0,3.78447075208914
197,197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1516.0,3.78364116094987
9513,9513,27831,Layer Cake (2004),Crime|Drama|Thriller,2883.0,3.78355879292404
3650,3650,3737,Lonely Are the Brave (1962),Drama|Western,194.0,3.7835051546391805
13405,13405,66097,Coraline (2009),Animation|Fantasy|Thriller,3258.0,3.78345610804174
1750,1750,1827,"Big One, The (1997)",Comedy|Documentary,1022.0,3.7832681017612497
16031,16031,81257,In a Better World (HÃ¦vnen) (2010),Drama,219.0,3.7831050228310494
7230,7230,7338,Richard III (1955),Drama|War,175.0,3.7828571428571403
8865,8865,26472,"Norte, El (1984)",Adventure|Drama,170.0,3.7823529411764705
12336,12336,56921,Battlestar Galactica: Razor (2007),Action|Drama|Sci-Fi|Thriller,951.0,3.78233438485804
9308,9308,27376,"Tunnel, The (Tunnel, Der) (2001)",Action|Drama|Thriller,209.0,3.7822966507177
3294,3294,3379,On the Beach (1959),Drama,553.0,3.78209764918626
369,369,373,Red Rock West (1992),Thriller,3527.0,3.78196767791324
3626,3626,3713,"Long Walk Home, The (1990)",Drama,392.0,3.78188775510204
4763,4763,4855,Dirty Harry (1971),Action|Crime|Thriller,5712.0,3.78186274509804
7573,7573,7934,Zelig (1983),Comedy,1203.0,3.78179551122195
12731,12731,59995,Boy A (2007),Crime|Drama,513.0,3.7807017543859702
5507,5507,5602,"Ladykillers, The (1955)",Comedy|Crime,1050.0,3.7804761904761905
5542,5542,5637,Flirting (1991),Drama,471.0,3.78025477707006
3458,3458,3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,1494.0,3.7801204819277103
4126,4126,4216,Longtime Companion (1990),Drama,466.0,3.78004291845494
4094,4094,4184,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,566.0,3.78003533568905
8443,8443,25868,Ball of Fire (1941),Comedy|Romance,200.0,3.78
4550,4550,4641,Ghost World (2001),Comedy|Drama,6035.0,3.77953603976802
15846,15846,80489,"Town, The (2010)",Crime|Drama|Thriller,2221.0,3.77937865826204
6971,6971,7079,"Hunchback of Notre Dame, The (1939)",Drama,401.0,3.77930174563591
360,360,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,38991.0,3.77909004642097
5798,5798,5893,"Last Seduction, The (1994)",Crime|Drama|Thriller,933.0,3.7781350482315106
531,531,535,Short Cuts (1993),Drama,5576.0,3.77788737446198
11954,11954,53894,Sicko (2007),Documentary|Drama,1970.0,3.7776649746192894
15768,15768,80185,GasLand (2010),Documentary,245.0,3.77755102040816
7762,7762,8340,Escape from Alcatraz (1979),Drama|Thriller,2431.0,3.7774578362813696
2131,2131,2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,1284.0,3.77725856697819
7274,7274,7382,I'm Not Scared (Io non ho paura) (2003),Drama|Mystery|Thriller,415.0,3.77710843373494
4088,4088,4178,Of Mice and Men (1939),Drama,980.0,3.7770408163265294
1866,1866,1947,West Side Story (1961),Drama|Musical|Romance,8492.0,3.77678991992464
7348,7348,7482,Enter the Dragon (1973),Action|Crime,2821.0,3.77667493796526
14577,14577,72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,9753.0,3.77658156464678
3876,3876,3966,Detour (1945),Crime|Film-Noir,407.0,3.77641277641278
4290,4290,4381,"Closet, The (Placard, Le) (2001)",Comedy,722.0,3.77631578947368
259,259,262,"Little Princess, A (1995)",Children|Drama,4217.0,3.7760256106236696
2475,2475,2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,212.0,3.77594339622642
13756,13756,68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion GekijÃ´-ban: Shito shinsei) (1997),Action|Animation|Mystery|Sci-Fi,223.0,3.7757847533632303
14804,14804,74152,Zach Galifianakis: Live at the Purple Onion (2006),Comedy|Documentary,243.0,3.7757201646090497
734,734,746,Force of Evil (1948),Film-Noir,312.0,3.7756410256410304
8441,8441,25865,"Letter, The (1940)",Drama|Film-Noir,169.0,3.77514792899408
4617,4617,4708,Marat/Sade (1966),Drama|Musical,189.0,3.77513227513228
3418,3418,3505,No Way Out (1987),Drama|Mystery|Thriller,2677.0,3.77493462831528
2976,2976,3060,"Commitments, The (1991)",Comedy|Drama|Musical,5235.0,3.7748806112702997
2925,2925,3008,Last Night (1998),Drama|Sci-Fi,701.0,3.7746077032810303
3176,3176,3260,Howards End (1992),Drama,2914.0,3.7745367192862
4409,4409,4500,Drowning by Numbers (1988),Comedy|Drama,325.0,3.77384615384615
1159,1159,1180,Hear My Song (1991),Comedy,473.0,3.7737843551797003
6751,6751,6857,Ninja Scroll (JÃ»bei ninpÃ»chÃ´) (1995),Action|Adventure|Animation|Fantasy,1790.0,3.77374301675978
12085,12085,54997,3:10 to Yuma (2007),Action|Crime|Drama|Western,4725.0,3.7736507936507904
4942,4942,5034,"Truly, Madly, Deeply (1991)",Drama|Romance,941.0,3.77364505844846
3782,3782,3871,Shane (1953),Drama|Western,1769.0,3.7736009044658
8272,8272,8951,Vera Drake (2004),Drama,779.0,3.77342747111682
3659,3659,3746,Butterfly (La lengua de las mariposas) (1999),Drama,367.0,3.7724795640327
1695,1695,1759,"Four Days in September (O Que Ã Isso, Companheiro?) (1997)",Drama,371.0,3.7722371967655
1235,1235,1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,7788.0,3.7720852593734
2581,2581,2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,4642.0,3.7720809995691504
13180,13180,64197,Hunger (2008),Drama,460.0,3.77173913043478
12268,12268,56339,"Orphanage, The (Orfanato, El) (2007)",Drama|Horror|Mystery|Thriller,1669.0,3.7717195925704
4789,4789,4881,"Man Who Wasn't There, The (2001)",Crime|Drama,4219.0,3.7716283479497497
2483,2483,2565,"King and I, The (1956)",Drama|Musical|Romance,3726.0,3.7714707461084305
1719,1719,26982,Men with Guns (1997),Drama,715.0,3.7713286713286704
1718,1718,1788,Men with Guns (1997),Action|Drama,715.0,3.7713286713286704
5937,5937,6032,"Little Romance, A (1979)",Comedy|Romance,225.0,3.7711111111111104
2995,2995,3079,Mansfield Park (1999),Comedy|Drama|Romance,1358.0,3.7709867452135506
16851,16851,85354,Mesrine: Public Enemy #1 (L'ennemi public nÂ°1) (2008),Action|Crime,205.0,3.77073170731707
19417,19417,96610,Looper (2012),Action|Crime|Sci-Fi,2855.0,3.77040280210158
7193,7193,7301,Diary of a Country Priest (Journal d'un curÃ© de campagne) (1951),Drama,174.0,3.77011494252874
5477,5477,5570,Thesis (Tesis) (1996),Drama|Horror|Thriller,622.0,3.77009646302251
8542,8542,25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954),Action|Adventure|Drama,150.0,3.77
5696,5696,5791,Frida (2002),Drama|Romance,2815.0,3.76944937833037
6960,6960,7068,Last Year at Marienbad (L'AnnÃ©e derniÃ¨re Ã  Marienbad) (1961),Drama|Mystery|Romance,299.0,3.76923076923077
13686,13686,68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),Action|Drama|War,210.0,3.7690476190476203
11505,11505,49772,"Painted Veil, The (2006)",Drama|Romance,869.0,3.7686996547755998
1032,1032,1050,Looking for Richard (1996),Documentary|Drama,1737.0,3.7685664939551002
12259,12259,56251,Futurama: Bender's Big Score (2007),Animation|Comedy|Sci-Fi,1328.0,3.76844879518072
8646,8646,26148,"Train, The (1964)",Action|Thriller|War,179.0,3.7681564245810097
5422,5422,5515,Songs From the Second Floor (SÃ¥nger frÃ¥n andra vÃ¥ningen) (2000),Drama,317.0,3.76813880126183
6859,6859,6967,Dead of Night (1945),Horror|Mystery,166.0,3.7680722891566303
3010,3010,3094,Maurice (1987),Drama|Romance,653.0,3.7679938744257298
5808,5808,5903,Equilibrium (2002),Action|Sci-Fi|Thriller,6751.0,3.7678121759739303
4912,4912,5004,"Party, The (1968)",Comedy,736.0,3.76766304347826
5510,5510,5605,Ratcatcher (1999),Drama,191.0,3.76701570680628
2990,2990,3074,Jeremiah Johnson (1972),Western,1439.0,3.76685198054204
1598,1598,1653,Gattaca (1997),Drama|Sci-Fi|Thriller,18573.0,3.76683895978033
11615,11615,50912,"Paris, I Love You (Paris, je t'aime) (2006)",Romance,1070.0,3.76682242990654
5537,5537,5632,Bloody Sunday (2002),Drama,580.0,3.7663793103448304
5151,5151,5244,Shogun Assassin (1980),Action|Adventure,325.0,3.7661538461538497
6133,6133,6228,"Talk of the Town, The (1942)",Comedy|Romance|Thriller,218.0,3.76605504587156
3550,3550,3637,Vagabond (Sans toit ni loi) (1985),Drama,158.0,3.7658227848101298
2888,2888,2971,All That Jazz (1979),Drama|Fantasy|Musical,2268.0,3.7654320987654306
18861,18861,94070,"Best Exotic Marigold Hotel, The (2011)",Comedy|Drama,609.0,3.7651888341543502
4887,4887,4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,12513.0,3.76504435387197
13575,13575,67665,Anvil! The Story of Anvil (2008),Documentary|Musical,449.0,3.76503340757238
9536,9536,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action|Drama|War,400.0,3.765
10500,10500,39381,"Proposition, The (2005)",Crime|Drama|Western,1075.0,3.7646511627907
3021,3021,3105,Awakenings (1990),Drama|Mystery,6711.0,3.7646401430487297
7007,7007,7115,Deep Red (Profondo rosso) (1975),Horror|Mystery|Thriller,410.0,3.76463414634146
920,920,935,"Band Wagon, The (1953)",Comedy|Musical,628.0,3.76433121019108
6664,6664,6770,My Life Without Me (2003),Drama|Romance,589.0,3.7640067911714796
17001,17001,86290,American: The Bill Hicks Story (2009),Comedy|Documentary,197.0,3.76395939086294
5095,5095,5187,Hopscotch (1980),Comedy,305.0,3.76393442622951
5522,5522,5617,Secretary (2002),Comedy|Drama|Romance,4273.0,3.76363210858881
7430,7430,7705,Pat and Mike (1952),Comedy|Romance,264.0,3.76325757575758
1860,1860,1941,Hamlet (1948),Drama,834.0,3.7631894484412496
12862,12862,60753,Felon (2008),Crime|Drama,572.0,3.76311188811189
15049,15049,76251,Kick-Ass (2010),Action|Comedy,4774.0,3.7630917469627105
12129,12129,55253,"Lust, Caution (Se, jie) (2007)",Drama|Romance|Thriller|War,574.0,3.7630662020905903
20022,20022,98961,Zero Dark Thirty (2012),Action|Drama|Thriller,1177.0,3.7625318606627
9492,9492,27800,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003),Adventure|Animation|Fantasy|Musical|Sci-Fi,280.0,3.7625
11136,11136,46803,Young Mr. Lincoln (1939),Drama,166.0,3.76204819277108
318,318,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,922.0,3.7619305856833
8601,8601,26084,"Music Man, The (1962)",Children|Comedy|Musical|Romance,737.0,3.7618724559023105
7806,7806,8405,Hour of the Wolf (Vargtimmen) (1968),Drama|Horror,241.0,3.76141078838174
7109,7109,7217,Dark Passage (1947),Crime|Drama|Film-Noir|Romance|Thriller,337.0,3.7611275964391697
13779,13779,69122,"Hangover, The (2009)",Comedy|Crime,7656.0,3.76110240334378
7921,7921,8600,Angels with Dirty Faces (1938),Crime|Drama,452.0,3.7610619469026494
1994,1994,2075,Mephisto (1981),Drama|War,594.0,3.7609427609427595
10081,10081,33312,"Cocoanuts, The (1929)",Comedy|Musical,234.0,3.76068376068376
3593,3593,3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,311.0,3.7604501607717
5050,5050,5142,"Firemen's Ball, The (HorÃ­, mÃ¡ panenko) (1967)",Comedy|Drama,150.0,3.76
4231,4231,4322,Eight Men Out (1988),Drama,1803.0,3.75984470327232
1006,1006,1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,3234.0,3.7595856524428
11246,11246,47629,"Queen, The (2006)",Drama,2087.0,3.75946334451366
14364,14364,72011,Up in the Air (2009),Drama|Romance,3600.0,3.75944444444444
14155,14155,71106,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,457.0,3.75929978118162
1855,1855,1936,Mrs. Miniver (1942),Drama|War,731.0,3.7592339261285903
16425,16425,83134,Tucker & Dale vs Evil (2010),Comedy|Horror,776.0,3.7590206185567006
15394,15394,78574,Winter's Bone (2010),Drama|Thriller,1170.0,3.75897435897436
8552,8552,26007,"Unknown Soldier, The (Tuntematon sotilas) (1955)",Drama|War,336.0,3.7589285714285694
9932,9932,32582,"Wild Parrots of Telegraph Hill, The (2003)",Documentary,257.0,3.7587548638132304
1259,1259,1285,Heathers (1989),Comedy,10991.0,3.7586206896551695
622,622,628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,11169.0,3.7585280687617506
12360,12360,57274,[REC] (2007),Drama|Horror|Thriller,1051.0,3.7583254043767798
7601,7601,7983,Broadway Danny Rose (1984),Comedy,676.0,3.7581360946745597
13886,13886,69685,Daria: Is It College Yet? (2002),Animation|Comedy,167.0,3.75748502994012
6690,6690,6796,Boyz N the Hood (1991),Crime|Drama,3830.0,3.75731070496084
3182,3182,3266,Man Bites Dog (C'est arrivÃ© prÃ¨s de chez vous) (1992),Comedy|Crime|Drama|Thriller,1486.0,3.75672947510094
14108,14108,70862,It Might Get Loud (2008),Documentary,228.0,3.75657894736842
12138,12138,55276,Michael Clayton (2007),Drama|Thriller,2934.0,3.7564758009543295
2765,2765,2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,394.0,3.7563451776649694
11569,11569,50514,After the Wedding (Efter brylluppet) (2006),Drama,363.0,3.75619834710744
8088,8088,8767,"Big Clock, The (1948)",Crime|Film-Noir|Thriller,162.0,3.75617283950617
9006,9006,26713,Days of Being Wild (A Fei jingjyuhn) (1990),Drama|Romance,256.0,3.755859375
20985,20985,102800,Frances Ha (2012),Comedy|Drama,256.0,3.755859375
333,333,337,What's Eating Gilbert Grape (1993),Drama,17881.0,3.7558302108383197
1162,1162,1184,Mediterraneo (1991),Comedy|Drama,1038.0,3.75578034682081
4256,4256,4347,Divided We Fall (MusÃ­me si pomÃ¡hat) (2000),Comedy|Drama,219.0,3.75570776255708
123,123,125,Flirting With Disaster (1996),Comedy,3518.0,3.7556850483229103
15929,15929,80839,Secretariat (2010),Adventure|Drama,313.0,3.7555910543131
9503,9503,27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",Documentary|Drama,272.0,3.75551470588235
3094,3094,3178,"Hurricane, The (1999)",Drama,4408.0,3.755444646098
1077,1077,1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,32685.0,3.7549181581765296
691,691,702,Faces (1968),Drama,371.0,3.75471698113208
11524,11524,49961,Notes on a Scandal (2006),Drama,1199.0,3.75437864887406
12140,12140,55280,Lars and the Real Girl (2007),Comedy|Drama,1972.0,3.7543103448275903
12088,12088,55031,"Evening with Kevin Smith, An (2002)",Comedy|Documentary,291.0,3.75429553264605
2960,2960,3044,Dead Again (1991),Mystery|Romance|Thriller,3845.0,3.75409622886866
5781,5781,5876,"Quiet American, The (2002)",Drama|Thriller|War,1787.0,3.7537772803581397
4553,4553,4644,Bread and Tulips (Pane e tulipani) (2000),Comedy|Drama|Romance,599.0,3.75375626043406
1832,1832,1913,Picnic at Hanging Rock (1975),Drama|Mystery,1742.0,3.75373134328358
6917,6917,7025,"Midnight Clear, A (1992)",Drama|War,406.0,3.7536945812807905
6954,6954,7062,Birdman of Alcatraz (1962),Drama,596.0,3.75335570469799
21408,21408,104272,Blackfish (2013),Documentary,225.0,3.7533333333333294
7657,7657,8121,"Seducing Doctor Lewis (Grande sÃ©duction, La) (2003)",Comedy,227.0,3.75330396475771
119,119,121,"Boys of St. Vincent, The (1992)",Drama,837.0,3.75328554360812
2607,2607,2690,"Ideal Husband, An (1999)",Comedy|Romance,2920.0,3.7532534246575295
6867,6867,6975,Funny Games (1997),Drama|Horror|Thriller,802.0,3.75311720698254
23097,23097,110586,Calvary (2014),Comedy|Drama,164.0,3.7530487804878
3451,3451,3539,"Filth and the Fury, The (2000)",Documentary,439.0,3.75284738041002
1859,1859,1940,Gentleman's Agreement (1947),Drama,708.0,3.75282485875706
6396,6396,6502,28 Days Later (2002),Action|Horror|Sci-Fi,12170.0,3.75242399342646
9430,9430,27700,Evil (Ondskan) (2003),Drama,547.0,3.75228519195612
14868,14868,74510,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller,880.0,3.7522727272727296
16871,16871,85414,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller,3374.0,3.7522228808535902
7773,7773,8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,13157.0,3.7520711408375798
1306,1306,1333,"Birds, The (1963)",Horror|Thriller,11160.0,3.75206093189964
4424,4424,4515,Imagine: John Lennon (1988),Documentary,429.0,3.7517482517482494
269,269,272,"Madness of King George, The (1994)",Comedy|Drama,7871.0,3.75174691907
8412,8412,25825,Fury (1936),Drama|Film-Noir,161.0,3.75155279503106
2079,2079,2160,Rosemary's Baby (1968),Drama|Horror|Thriller,7665.0,3.7515329419439
16872,16872,85438,Jane Eyre (2011),Drama|Romance,396.0,3.7512626262626303
10429,10429,37741,Capote (2005),Crime|Drama,3438.0,3.7510180337405497
21565,21565,104841,Gravity (2013),Action|Sci-Fi|IMAX,2475.0,3.75090909090909
3283,3283,3368,"Big Country, The (1958)",Romance|Western,349.0,3.75071633237822
3412,3412,3499,Misery (1990),Drama|Horror|Thriller,9136.0,3.7507114711033296
22658,22658,108932,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,1181.0,3.7506350550381
1848,1848,1929,Grand Hotel (1932),Drama|Romance,735.0,3.7503401360544197
3461,3461,3549,Guys and Dolls (1955),Comedy|Musical|Romance,1637.0,3.75015271838729
12808,12808,60408,Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008),Comedy,190.0,3.75
299,299,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1564.0,3.75
23692,23692,113275,"Hundred-Foot Journey, The (2014)",Drama,156.0,3.75
8072,8072,8751,Gun Crazy (a.k.a. Deadly Is the Female) (1949),Crime|Drama|Film-Noir,210.0,3.75
8718,8718,26246,Johnny Got His Gun (1971),Drama|War,158.0,3.75
4316,4316,4407,Salvador (1986),Drama|Thriller|War,775.0,3.74967741935484
4703,4703,4795,Father Goose (1964),Adventure|Comedy|Romance|War,627.0,3.7496012759170703
10943,10943,44788,This Film Is Not Yet Rated (2006),Documentary,908.0,3.74944933920705
14876,14876,74553,"Secret of Kells, The (2009)",Animation|Fantasy,311.0,3.7491961414791
3783,3783,3872,"Suddenly, Last Summer (1959)",Drama,480.0,3.7489583333333294
5547,5547,5642,"Onion Field, The (1979)",Drama,368.0,3.7486413043478297
3161,3161,3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,167.0,3.7485029940119796
21411,21411,104283,"Wind Rises, The (Kaze tachinu) (2013)",Animation|Drama|Romance,161.0,3.74844720496894
7753,7753,8330,Our Man in Havana (1959),Comedy|Drama|Thriller,153.0,3.7483660130719
5232,5232,5325,Dogtown and Z-Boyz (2001),Documentary,973.0,3.74820143884892
4810,4810,4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War,1378.0,3.74818577648766
15315,15315,78160,Ricky Gervais Live: Animals (2003),Comedy,232.0,3.74784482758621
7598,7598,7980,"Bridge Too Far, A (1977)",Action|Drama|War,1112.0,3.7477517985611497
11970,11970,54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,5967.0,3.74752807105748
16010,16010,81158,Restrepo (2010),Documentary|War,287.0,3.74738675958188
2987,2987,3071,Stand and Deliver (1988),Comedy|Drama,2573.0,3.74737660318694
13333,13333,65596,Mesrine: Killer Instinct (L'instinct de mort) (2008),Action|Crime|Drama|Thriller,190.0,3.7473684210526303
16436,16436,83219,"Pixar Story, The (2007)",Documentary,186.0,3.74731182795699
2633,2633,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,29381.0,3.74726864300058
2411,2411,2493,"Harmonists, The (1997)",Drama,267.0,3.74719101123596
19482,19482,96811,End of Watch (2012),Crime|Drama|Thriller,623.0,3.74719101123596
10371,10371,36517,"Constant Gardener, The (2005)",Drama|Thriller,3572.0,3.74706047032475
6647,6647,6753,Secondhand Lions (2003),Children|Comedy|Drama,2112.0,3.7469223484848495
3233,3233,3317,Wonder Boys (2000),Comedy|Drama,6586.0,3.74688733677498
4696,4696,4788,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),Drama|Romance,282.0,3.7464539007092204
2316,2316,2398,Miracle on 34th Street (1947),Comedy|Drama,4783.0,3.74628893999582
3760,3760,3849,"Spiral Staircase, The (1946)",Thriller,262.0,3.74618320610687
7194,7194,7302,"Thief of Bagdad, The (1924)",Action|Adventure|Fantasy,167.0,3.74550898203593
1459,1459,1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,14487.0,3.7454614481949298
6758,6758,6864,"Concert for George, The (2003)",Documentary|Musical,163.0,3.74539877300614
14277,14277,71579,"Education, An (2009)",Drama|Romance,1082.0,3.74537892791128
7784,7784,8379,"Dresser, The (1983)",Drama,253.0,3.74505928853755
8304,8304,8983,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance,4119.0,3.7448409808205905
1840,1840,1921,Pi (1998),Drama|Sci-Fi|Thriller,9204.0,3.7448392003476805
3924,3924,4014,Chocolat (2000),Drama|Romance,10207.0,3.7445870481042403
13095,13095,63062,Changeling (2008),Crime|Drama|Mystery,1838.0,3.74455930359086
1487,1487,1533,"Promise, The (La promesse) (1996)",Drama,311.0,3.7443729903537
2864,2864,2947,Goldfinger (1964),Action|Adventure|Thriller,11240.0,3.7443060498220597
9132,9132,26947,Pusher (1996),Crime|Thriller,217.0,3.7442396313364097
159,159,161,Crimson Tide (1995),Drama|Thriller|War,23628.0,3.74420179448112
1916,1916,1997,"Exorcist, The (1973)",Horror|Mystery,13359.0,3.74417995358934
3471,3471,3559,Limelight (1952),Comedy|Drama|Romance,338.0,3.7440828402366897
3027,3027,3111,Places in the Heart (1984),Drama,1264.0,3.7440664556962
1312,1312,1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,2231.0,3.74406095921112
5956,5956,6051,"Harder They Come, The (1973)",Action|Crime|Drama,244.0,3.74385245901639
6308,6308,6412,Destry Rides Again (1939),Comedy|Western,320.0,3.74375
933,933,948,Giant (1956),Drama|Romance|Western,1683.0,3.7430184194890095
6968,6968,7076,Bullitt (1968),Action|Crime|Drama|Thriller,1677.0,3.7426952892069196
21043,21043,102993,"Way, Way Back, The (2013)",Comedy|Drama,410.0,3.7426829268292705
831,831,844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",Drama,169.0,3.7426035502958594
13220,13220,64575,Doubt (2008),Drama|Mystery,1554.0,3.74259974259974
7474,7474,7773,"Bang, Bang, You're Dead (2002)",Drama,475.0,3.7421052631578897
10886,10886,44204,Tsotsi (2005),Crime|Drama,657.0,3.7420091324200895
12659,12659,59590,Young at Heart (a.k.a. Young@Heart) (2007),Documentary|Musical,186.0,3.7419354838709697
2129,2129,2210,Sabotage (1936),Thriller,552.0,3.74184782608696
6465,6465,6571,"Mondays in the Sun (Lunes al sol, Los) (2002)",Drama,184.0,3.74184782608696
17255,17255,87234,Submarine (2010),Comedy|Drama|Romance,449.0,3.7416481069042304
19739,19739,97866,"Imposter, The (2012)",Documentary,205.0,3.7414634146341506
3762,3762,3851,I'm the One That I Want (2000),Comedy,410.0,3.7414634146341506
8086,8086,8765,This Gun for Hire (1942),Crime|Film-Noir|Thriller,228.0,3.7412280701754397
6244,6244,6339,"Man on the Train (Homme du train, L') (2002)",Comedy|Drama,427.0,3.7412177985948505
18736,18736,93498,Game Change (2012),Drama,253.0,3.7411067193675898
2562,2562,2644,Dracula (1931),Horror,2074.0,3.7410800385728105
12092,12092,55052,Atonement (2007),Drama|Romance|War,2330.0,3.74098712446352
